Id,LotFrontage,LotArea,Street,Alley,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,TotalBsmtSF,Heating,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageArea,GarageCond,PavedDrive,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
855,102,17920,Pave,NA,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,Hip,CompShg,Wd Sdng,0,TA,TA,CBlock,TA,TA,1763,GasA,1779,0,0,1779,1,3,1,TA,6,Typ,1,Attchd,454,TA,Y,0,NA,NA,NA,0,7,2006,WD,Abnorml,170000
856,NA,6897,Pave,NA,AllPub,Corner,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,Gable,CompShg,HdBoard,0,TA,Gd,CBlock,TA,TA,1040,GasA,1040,0,0,1040,1,3,1,TA,6,Typ,0,Detchd,260,TA,Y,0,NA,NA,NA,0,4,2010,WD,Normal,127000
857,NA,10970,Pave,NA,AllPub,Inside,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,Gable,CompShg,Plywood,0,TA,TA,CBlock,Gd,Gd,940,GasA,1026,0,0,1026,1,3,1,TA,5,Typ,0,Detchd,576,Fa,Y,0,NA,MnPrv,NA,0,10,2008,WD,Normal,147000
858,65,8125,Pave,NA,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,Gable,CompShg,HdBoard,0,TA,TA,PConc,Gd,TA,702,GasA,702,779,0,1481,2,3,1,TA,6,Typ,1,Attchd,343,TA,Y,0,NA,NA,NA,0,3,2009,WD,Normal,174000
859,80,10400,Pave,NA,AllPub,Inside,NWAmes,Norm,Norm,1Fam,1Story,7,5,1976,Gable,CompShg,HdBoard,189,TA,TA,CBlock,Gd,TA,1090,GasA,1370,0,0,1370,2,3,1,TA,6,Typ,1,Attchd,479,TA,Y,0,NA,MnPrv,NA,0,6,2009,WD,Family,152000
860,NA,11029,Pave,NA,AllPub,Corner,NWAmes,PosA,Norm,1Fam,2Story,6,7,1968,Gable,CompShg,HdBoard,220,TA,TA,CBlock,TA,TA,1054,GasA,1512,1142,0,2654,2,4,1,Gd,9,Typ,1,Attchd,619,TA,Y,0,NA,NA,NA,0,8,2006,WD,Normal,250000
861,55,7642,Pave,NA,AllPub,Corner,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,Gable,CompShg,Wd Sdng,0,Gd,TA,BrkTil,TA,TA,912,GasA,912,514,0,1426,1,3,1,Gd,7,Typ,1,Detchd,216,TA,Y,0,NA,GdPrv,NA,0,6,2007,WD,Normal,189950
862,75,11625,Pave,NA,AllPub,Inside,Sawyer,Norm,Norm,2fmCon,1Story,5,4,1965,Hip,CompShg,Plywood,0,TA,TA,PConc,TA,TA,1039,GasA,1039,0,0,1039,1,3,1,TA,6,Typ,0,Attchd,504,TA,Y,0,NA,NA,NA,0,4,2010,WD,Normal,131500
863,81,9672,Pave,NA,AllPub,Corner,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,Hip,CompShg,HdBoard,0,TA,TA,PConc,Gd,TA,1040,GasA,1097,0,0,1097,2,3,1,TA,6,Typ,0,Attchd,480,TA,Y,0,NA,GdPrv,NA,0,5,2010,WD,Normal,152000
864,70,7931,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,Hip,CompShg,BrkFace,0,TA,TA,CBlock,TA,TA,1148,GasA,1148,0,0,1148,1,3,1,TA,6,Typ,0,Attchd,672,TA,Y,0,NA,GdPrv,NA,0,7,2009,WD,Normal,132500
865,72,8640,Pave,NA,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Ex,TA,1372,GasA,1372,0,0,1372,2,3,1,Gd,6,Typ,0,Attchd,529,TA,Y,0,NA,NA,NA,0,5,2008,New,Partial,250580
866,NA,8750,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,Gable,CompShg,MetalSd,76,TA,TA,CBlock,TA,TA,1002,GasA,1002,0,0,1002,1,3,1,TA,5,Typ,0,Detchd,902,TA,Y,0,NA,MnPrv,NA,0,8,2009,WD,Normal,148500
867,67,10656,Pave,NA,AllPub,Inside,Timber,Norm,Norm,1Fam,1Story,8,5,2006,Gable,CompShg,VinylSd,274,Gd,TA,PConc,Gd,TA,1638,GasA,1646,0,0,1646,2,3,1,Gd,6,Typ,1,Attchd,870,TA,Y,0,NA,NA,NA,0,11,2007,New,Partial,248900
868,85,6970,Pave,NA,AllPub,Corner,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,Gable,CompShg,VinylSd,0,TA,TA,CBlock,TA,TA,1040,GasA,1120,0,0,1120,1,3,1,Fa,5,Typ,0,Attchd,544,TA,Y,0,NA,NA,Shed,400,5,2007,WD,Normal,129000
869,NA,14762,Pave,NA,AllPub,Corner,Gilbert,Feedr,Norm,1Fam,2Story,5,6,1948,Gable,CompShg,Plywood,0,TA,TA,Slab,NA,NA,0,GasA,1547,720,53,2320,2,2,1,TA,7,Typ,1,Attchd,672,TA,P,0,NA,NA,NA,0,5,2006,WD,Normal,169000
870,80,9938,Pave,NA,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,Gable,CompShg,MetalSd,246,Gd,TA,PConc,Gd,TA,1050,GasA,1062,887,0,1949,2,3,1,Gd,8,Typ,1,Attchd,574,TA,Y,0,NA,GdPrv,NA,0,6,2010,WD,Normal,236000
871,60,6600,Pave,NA,AllPub,Inside,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,Hip,CompShg,MetalSd,0,TA,TA,CBlock,TA,TA,894,GasA,894,0,0,894,1,2,1,TA,5,Typ,0,Detchd,308,TA,Y,0,NA,NA,NA,0,8,2009,WD,Normal,109500
872,70,8750,Pave,NA,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,Gable,CompShg,VinylSd,116,TA,TA,PConc,Gd,TA,804,GasA,804,878,0,1682,2,3,1,Gd,7,Typ,0,Attchd,523,TA,Y,0,NA,NA,NA,0,6,2010,WD,Normal,200500
873,74,8892,Pave,NA,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,Gable,CompShg,WdShing,0,Gd,TA,Stone,TA,TA,105,GasA,910,0,0,910,1,3,1,Gd,5,Typ,0,Attchd,414,TA,Y,0,NA,GdWo,NA,0,10,2008,WD,Normal,116000
874,60,12144,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,Gable,CompShg,HdBoard,0,Gd,TA,CBlock,TA,TA,832,GasA,1036,0,232,1268,1,3,1,TA,6,Typ,1,Attchd,288,TA,Y,0,NA,NA,Othr,0,9,2009,WD,Normal,133000
875,52,5720,Pave,NA,AllPub,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,Gable,CompShg,Wd Sdng,0,TA,TA,CBlock,TA,TA,676,GasA,676,455,0,1131,1,3,1,TA,5,Typ,0,Detchd,200,TA,Y,0,NA,NA,NA,0,8,2009,WD,Abnorml,66500
876,75,9000,Pave,NA,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,Gable,CompShg,CemntBd,0,Gd,TA,PConc,Gd,TA,1184,GasA,1184,1426,0,2610,2,4,1,Ex,11,Typ,1,BuiltIn,550,TA,Y,0,NA,NA,NA,0,8,2007,New,Partial,303477
877,94,25286,Pave,NA,AllPub,Inside,Mitchel,Norm,Norm,1Fam,1Story,4,5,1963,Gable,CompShg,HdBoard,0,TA,TA,PConc,TA,TA,1064,GasA,1040,0,0,1040,1,3,1,TA,5,Typ,0,Attchd,648,TA,Y,0,NA,NA,NA,0,1,2007,WD,Normal,132250
878,74,8834,Pave,NA,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,9,5,2004,Hip,CompShg,VinylSd,216,Gd,TA,PConc,Ex,TA,1462,GasA,1462,762,0,2224,2,4,1,Ex,10,Typ,1,Attchd,738,TA,Y,0,NA,NA,NA,0,6,2009,WD,Normal,350000
879,88,11782,Pave,NA,AllPub,Inside,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,Gable,CompShg,HdBoard,0,TA,TA,CBlock,TA,TA,1109,GasA,1155,0,0,1155,1,3,1,Gd,6,Min2,0,Detchd,576,TA,Y,0,NA,MnPrv,Shed,400,6,2010,WD,Normal,148000
880,NA,7000,Pave,NA,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,5,8,1978,Gable,CompShg,VinylSd,90,Gd,Gd,CBlock,TA,TA,864,GasA,864,0,0,864,1,3,1,TA,6,Typ,0,Attchd,336,TA,Y,0,NA,GdWo,NA,0,7,2009,WD,Normal,136500
881,60,7024,Pave,NA,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,5,5,2005,Gable,CompShg,VinylSd,0,TA,TA,PConc,Ex,Gd,1090,GasA,1090,0,0,1090,1,2,1,TA,5,Typ,0,Attchd,450,TA,Y,0,NA,NA,NA,0,6,2007,WD,Normal,157000
882,44,13758,Pave,NA,AllPub,CulDSac,Timber,Norm,Norm,1Fam,1.5Fin,7,5,1990,Gable,CompShg,HdBoard,117,Gd,Gd,CBlock,Gd,TA,1156,GasA,1187,530,0,1717,2,3,1,Gd,7,Typ,1,Attchd,400,TA,Y,0,NA,NA,NA,0,4,2007,WD,Normal,187500
883,NA,9636,Pave,NA,AllPub,Corner,Gilbert,Norm,Norm,1Fam,2Story,6,5,1992,Gable,CompShg,VinylSd,0,TA,TA,PConc,Gd,TA,808,GasA,808,785,0,1593,2,3,1,TA,7,Typ,1,BuiltIn,389,TA,Y,0,NA,MnPrv,NA,0,12,2009,WD,Normal,178000
884,60,6204,Pave,NA,AllPub,Inside,SWISU,Norm,Norm,1Fam,2.5Fin,4,5,1912,Gable,CompShg,Wd Sdng,0,Gd,TA,PConc,TA,Fa,795,GasA,954,795,481,2230,1,5,1,TA,10,Typ,0,Detchd,440,Gd,Y,0,NA,NA,NA,0,3,2006,WD,Normal,118500
885,65,7150,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,Gable,CompShg,HdBoard,60,TA,TA,CBlock,TA,TA,892,GasA,892,0,0,892,1,3,1,TA,5,Typ,0,Attchd,288,TA,Y,0,NA,GdWo,NA,0,7,2009,WD,Normal,100000
886,50,5119,Pave,NA,AllPub,CulDSac,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,Gable,CompShg,MetalSd,60,Gd,TA,PConc,Ex,TA,1698,GasA,1709,0,0,1709,2,2,1,Gd,5,Typ,1,Attchd,506,TA,Y,0,NA,NA,NA,0,1,2008,CWD,Abnorml,328900
887,70,8393,Pave,NA,AllPub,Corner,NAmes,Norm,Norm,Duplex,1Story,5,5,1959,Gable,CompShg,MetalSd,122,TA,TA,CBlock,TA,TA,1626,GasA,1712,0,0,1712,2,4,2,TA,8,Typ,0,Attchd,588,TA,Y,0,NA,NA,NA,0,6,2006,WD,Family,145000
888,59,16466,Pave,NA,AllPub,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1955,Gable,CompShg,MetalSd,0,TA,Gd,PConc,TA,TA,816,GasA,872,521,0,1393,1,3,1,TA,8,Typ,0,Attchd,300,TA,Y,0,NA,NA,NA,0,4,2008,WD,Normal,135500
889,95,15865,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,8,6,1970,Flat,Tar&Grv,Wd Sdng,0,Gd,Gd,PConc,TA,Gd,2217,GasA,2217,0,0,2217,2,4,1,Gd,8,Typ,1,Attchd,621,TA,Y,0,NA,NA,NA,0,10,2007,WD,Normal,268000
890,128,12160,Pave,NA,AllPub,Inside,NAmes,Feedr,Norm,1Fam,1Story,6,4,1953,Hip,CompShg,Wd Sdng,90,TA,TA,CBlock,TA,TA,1505,GasA,1505,0,0,1505,1,2,1,TA,6,Typ,1,Attchd,505,TA,Y,0,NA,NA,NA,0,2,2009,WD,Normal,149500
891,60,8064,Pave,NA,AllPub,Corner,NAmes,Artery,Norm,1Fam,1.5Fin,5,7,1949,Gable,CompShg,MetalSd,0,TA,Gd,CBlock,TA,TA,672,GasA,672,252,0,924,1,3,1,TA,6,Typ,1,Detchd,576,TA,Y,0,NA,MnPrv,Shed,2000,7,2007,WD,Normal,122900
892,70,11184,Pave,NA,AllPub,Inside,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,Hip,CompShg,HdBoard,92,TA,TA,CBlock,TA,TA,918,GasA,918,765,0,1683,2,3,1,TA,7,Typ,1,Attchd,440,TA,Y,0,NA,NA,NA,0,7,2009,WD,Normal,172500
893,70,8414,Pave,NA,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,6,8,1963,Hip,CompShg,HdBoard,0,TA,TA,CBlock,TA,TA,1059,GasA,1068,0,0,1068,1,3,1,TA,6,Typ,0,Attchd,264,TA,Y,0,NA,MnPrv,NA,0,2,2006,WD,Normal,154500
894,NA,13284,Pave,NA,AllPub,Inside,Sawyer,PosN,Norm,1Fam,1Story,5,5,1954,Gable,CompShg,Wd Sdng,0,TA,TA,PConc,Gd,TA,1383,GasA,1383,0,0,1383,1,3,1,TA,6,Typ,1,Attchd,354,TA,Y,0,NA,GdPrv,NA,0,6,2008,WD,Normal,165000
895,64,7018,Pave,NA,AllPub,Inside,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,Gable,CompShg,Plywood,0,TA,TA,Slab,NA,NA,0,GasA,1535,0,0,1535,2,4,2,TA,8,Typ,0,Attchd,400,TA,Y,0,NA,NA,NA,0,6,2009,WD,Alloca,118858
896,71,7056,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,2Story,6,5,1963,Hip,CompShg,HdBoard,415,TA,TA,CBlock,TA,TA,780,GasA,983,813,0,1796,1,4,1,TA,8,Typ,1,Attchd,483,TA,Y,0,NA,NA,NA,0,10,2008,WD,Normal,140000
897,50,8765,Pave,Grvl,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1936,Gable,CompShg,Wd Sdng,0,TA,TA,BrkTil,TA,TA,951,GasA,951,0,0,951,1,2,1,TA,6,Typ,0,Detchd,327,TA,Y,0,NA,NA,NA,0,4,2006,WD,Abnorml,106500
898,64,7018,Pave,NA,AllPub,Inside,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,Gable,CompShg,Plywood,0,TA,TA,Slab,NA,NA,0,GasA,1120,1120,0,2240,2,6,2,TA,12,Typ,0,Detchd,528,TA,Y,0,NA,NA,NA,0,6,2009,WD,Alloca,142953
899,100,12919,Pave,NA,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,9,5,2009,Hip,CompShg,VinylSd,760,Ex,TA,PConc,Ex,TA,2330,GasA,2364,0,0,2364,2,2,1,Ex,11,Typ,2,Attchd,820,TA,Y,0,NA,NA,NA,0,3,2010,New,Partial,611657
900,65,6993,Pave,NA,AllPub,Inside,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1961,Gable,CompShg,HdBoard,0,TA,TA,CBlock,TA,TA,912,GasA,1236,0,0,1236,1,3,1,TA,6,Typ,1,Attchd,288,TA,Y,0,NA,NA,NA,0,6,2006,WD,Normal,135000
901,NA,7340,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,Gable,CompShg,HdBoard,0,TA,TA,CBlock,TA,TA,858,GasA,858,0,0,858,1,2,1,TA,4,Typ,0,Detchd,684,TA,Y,0,NA,NA,NA,0,6,2007,WD,Normal,110000
902,64,8712,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,Hip,CompShg,MetalSd,0,TA,Gd,CBlock,TA,TA,992,GasA,1306,0,0,1306,1,2,1,TA,5,Typ,0,Detchd,756,TA,Y,0,NA,NA,NA,0,5,2009,WD,Normal,153000
903,63,7875,Pave,NA,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,783,GasA,807,702,0,1509,2,3,1,Gd,8,Typ,1,Attchd,393,TA,Y,0,NA,NA,NA,0,7,2006,WD,Normal,180000
904,50,14859,Pave,NA,AllPub,CulDSac,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,Hip,CompShg,VinylSd,27,Gd,TA,PConc,Gd,TA,1670,GasA,1670,0,0,1670,2,3,1,Gd,7,Typ,1,Attchd,690,TA,Y,0,NA,NA,NA,0,8,2006,New,Partial,240000
905,NA,6173,Pave,NA,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,Gable,CompShg,HdBoard,75,TA,TA,CBlock,TA,TA,876,GasA,902,0,0,902,1,3,1,TA,6,Typ,0,Attchd,288,TA,Y,0,NA,MnPrv,NA,0,8,2007,WD,Normal,125500
906,80,9920,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,Gable,CompShg,HdBoard,110,TA,TA,CBlock,TA,TA,1056,GasA,1063,0,0,1063,1,3,1,TA,6,Typ,0,Attchd,280,TA,Y,0,NA,MnPrv,NA,0,2,2010,WD,Normal,128000
907,116,13501,Pave,NA,AllPub,Corner,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,Gable,CompShg,VinylSd,208,Gd,TA,PConc,Gd,TA,1623,GasA,1636,0,0,1636,2,3,1,Gd,8,Typ,1,Attchd,865,TA,Y,0,NA,NA,NA,0,6,2007,WD,Normal,255000
908,86,11500,Pave,NA,AllPub,Inside,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7,1936,Gable,CompShg,BrkFace,0,Gd,TA,CBlock,Gd,TA,1017,GasA,1020,1037,0,2057,1,3,1,Gd,6,Typ,1,Attchd,180,TA,Y,0,NA,NA,NA,0,6,2006,WD,Normal,250000
909,NA,8885,Pave,NA,AllPub,Inside,Mitchel,Norm,Norm,1Fam,1Story,5,5,1983,Gable,CompShg,HdBoard,0,TA,TA,CBlock,Gd,TA,864,GasA,902,0,0,902,1,2,1,TA,5,Typ,0,Attchd,484,TA,Y,0,NA,MnPrv,NA,0,6,2006,WD,Normal,131000
910,149,12589,Pave,NA,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,742,GasA,742,742,0,1484,2,3,1,Gd,8,Typ,1,Attchd,390,TA,Y,0,NA,NA,NA,0,6,2009,WD,Normal,174000
911,80,11600,Pave,NA,AllPub,Corner,NAmes,Feedr,Norm,Duplex,2Story,5,5,1960,Gable,CompShg,MetalSd,361,TA,TA,CBlock,TA,TA,1105,GasA,1105,1169,0,2274,2,5,2,TA,12,Typ,0,Detchd,480,TA,Y,0,NA,NA,NA,0,1,2010,WD,Normal,154300
912,NA,9286,Pave,NA,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,Gable,CompShg,HdBoard,0,TA,TA,CBlock,Gd,Gd,1268,GasA,1268,0,0,1268,1,3,1,Gd,5,Typ,0,Detchd,252,TA,Y,0,NA,NA,NA,0,10,2009,WD,Normal,143500
913,51,6120,Pave,NA,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1Story,5,7,1925,Gable,CompShg,MetalSd,0,TA,TA,BrkTil,TA,TA,768,GasA,1015,0,0,1015,1,3,1,TA,6,Min1,0,Detchd,450,TA,Y,0,NA,MnPrv,Shed,620,7,2006,WD,Abnorml,88000
914,82,6270,Pave,NA,AllPub,Inside,Crawfor,Norm,Norm,Duplex,2Story,5,6,1949,Gable,CompShg,MetalSd,0,TA,TA,CBlock,TA,TA,1001,GasA,1001,1001,0,2002,2,4,2,TA,8,Typ,0,2Types,871,TA,Y,0,NA,NA,NA,0,8,2007,WD,Normal,145000
915,30,3000,Pave,Pave,AllPub,Inside,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,Gable,CompShg,VinylSd,76,Gd,TA,PConc,Gd,TA,612,GasA,612,612,0,1224,2,2,1,Gd,4,Typ,0,Detchd,528,TA,Y,0,NA,NA,NA,0,6,2009,New,Partial,173733
916,21,2001,Pave,NA,AllPub,Inside,MeadowV,Norm,Norm,Twnhs,2Story,4,5,1970,Gable,CompShg,CemntBd,80,TA,TA,CBlock,TA,TA,546,GasA,546,546,0,1092,1,3,1,TA,6,Typ,0,Attchd,286,TA,Y,0,NA,NA,NA,0,1,2007,WD,Normal,75000
917,50,9000,Pave,NA,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1Story,2,3,1949,Gable,CompShg,AsbShng,0,TA,TA,CBlock,TA,TA,480,GasA,480,0,0,480,0,1,1,TA,4,Typ,0,Detchd,308,TA,Y,0,NA,NA,NA,0,10,2006,WD,Abnorml,35311
918,NA,17140,Pave,NA,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,4,6,1956,Gable,CompShg,VinylSd,0,TA,TA,CBlock,TA,TA,1134,GasA,1229,0,0,1229,1,3,1,TA,6,Typ,0,Attchd,284,TA,Y,0,NA,NA,NA,0,4,2009,WD,Normal,135000
919,103,13125,Pave,NA,AllPub,Corner,SawyerW,Norm,Norm,1Fam,2Story,7,5,1991,Gable,CompShg,HdBoard,0,Gd,TA,PConc,Ex,TA,1104,GasA,912,1215,0,2127,2,4,1,Gd,8,Typ,1,Attchd,833,TA,Y,0,NA,GdPrv,NA,0,11,2007,WD,Normal,238000
920,87,11029,Pave,NA,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,6,8,1958,Hip,CompShg,MetalSd,0,Ex,TA,CBlock,Gd,TA,1184,GasA,1414,0,0,1414,1,3,1,TA,6,Min1,1,Attchd,601,TA,Y,0,NA,NA,NA,0,5,2008,WD,Normal,176500
921,70,8462,Pave,NA,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,6,5,1994,Gable,CompShg,HdBoard,105,Gd,Gd,PConc,Gd,Gd,928,GasA,936,785,0,1721,2,3,1,Gd,7,Typ,0,Attchd,471,TA,Y,0,NA,NA,NA,0,7,2007,WD,Normal,201000
922,67,8777,Pave,NA,AllPub,Inside,Edwards,Feedr,Norm,Duplex,1.5Fin,5,7,1900,Gable,CompShg,MetalSd,0,TA,TA,CBlock,TA,TA,1272,GasA,1272,928,0,2200,2,4,2,TA,9,Typ,0,NA,0,NA,N,0,NA,GdPrv,NA,0,9,2008,WD,Normal,145900
923,65,10237,Pave,NA,AllPub,Inside,Gilbert,RRAn,Norm,1Fam,1Story,6,5,2005,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,1316,GasA,1316,0,0,1316,2,3,1,Gd,6,Typ,1,Attchd,397,TA,Y,0,NA,NA,NA,0,10,2006,New,Partial,169990
924,50,8012,Pave,NA,AllPub,Inside,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,Gable,CompShg,Plywood,0,Gd,TA,PConc,Gd,TA,1604,GasA,1617,0,0,1617,2,2,1,Gd,5,Typ,1,Attchd,533,TA,Y,0,NA,NA,NA,0,7,2008,WD,Normal,193000
925,79,10240,Pave,NA,AllPub,Inside,NWAmes,Norm,Norm,1Fam,1Story,6,6,1980,Gable,CompShg,Plywood,157,TA,Gd,CBlock,Gd,TA,1686,GasA,1686,0,0,1686,2,3,1,TA,7,Typ,1,Attchd,612,TA,Y,0,NA,NA,NA,0,5,2006,WD,Normal,207500
926,NA,15611,Pave,NA,AllPub,Corner,NWAmes,Norm,Norm,1Fam,1Story,5,6,1977,Gable,CompShg,VinylSd,0,TA,TA,PConc,Gd,TA,1126,GasA,1126,0,0,1126,2,3,1,Ex,6,Typ,0,Attchd,540,TA,Y,0,NA,NA,NA,0,3,2008,WD,Abnorml,175000
927,93,11999,Pave,NA,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,Hip,CompShg,VinylSd,340,Gd,TA,PConc,Gd,TA,1181,GasA,1234,1140,0,2374,2,4,1,Ex,10,Typ,1,BuiltIn,656,TA,Y,0,NA,NA,NA,0,5,2007,WD,Normal,285000
928,NA,9900,Pave,NA,AllPub,Inside,NWAmes,Feedr,Norm,1Fam,2Story,7,5,1968,Gable,CompShg,MetalSd,342,TA,TA,CBlock,TA,TA,832,GasA,1098,880,0,1978,2,4,1,TA,9,Typ,1,Attchd,486,TA,Y,0,NA,GdPrv,NA,0,4,2008,WD,Normal,176000
929,NA,11838,Pave,NA,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,Hip,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,1753,GasA,1788,0,0,1788,2,3,1,Ex,7,Typ,1,Attchd,522,TA,Y,0,NA,NA,NA,0,6,2009,WD,Normal,236500
930,NA,13006,Pave,NA,AllPub,Corner,Gilbert,Norm,Norm,1Fam,2Story,7,5,1997,Gable,CompShg,HdBoard,285,TA,TA,PConc,Gd,TA,964,GasA,993,1243,0,2236,2,4,1,Gd,8,Typ,1,BuiltIn,642,TA,Y,0,NA,NA,NA,0,11,2006,WD,Normal,222000
931,73,8925,Pave,NA,AllPub,Inside,Timber,Norm,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,1466,GasA,1466,0,0,1466,2,3,1,Gd,7,Typ,0,Attchd,610,TA,Y,0,NA,NA,NA,0,7,2009,WD,Normal,201000
932,70,9100,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,1965,Gable,CompShg,VinylSd,0,TA,TA,CBlock,TA,TA,925,GasA,925,0,0,925,1,2,1,TA,5,Typ,0,Detchd,429,TA,Y,0,NA,GdWo,NA,0,7,2009,WD,Normal,117500
933,84,11670,Pave,NA,AllPub,Corner,Somerst,RRNn,Norm,1Fam,1Story,9,5,2006,Hip,CompShg,VinylSd,302,Ex,TA,PConc,Ex,Gd,1905,GasA,1905,0,0,1905,2,3,1,Ex,8,Typ,1,Attchd,788,TA,Y,0,NA,NA,NA,0,3,2007,WD,Normal,320000
934,63,8487,Pave,NA,AllPub,FR2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,Gable,CompShg,VinylSd,210,Gd,TA,PConc,Gd,TA,1500,GasA,1500,0,0,1500,2,3,1,Gd,6,Typ,0,Attchd,570,TA,Y,0,NA,NA,NA,0,8,2009,WD,Normal,190000
935,313,27650,Pave,NA,AllPub,Inside,NAmes,PosA,Norm,1Fam,1Story,7,7,1960,Flat,Tar&Grv,Wd Sdng,0,TA,TA,CBlock,Gd,TA,585,GasA,2069,0,0,2069,2,4,1,Gd,9,Typ,1,Attchd,505,TA,Y,0,NA,NA,NA,0,11,2008,WD,Normal,242000
936,52,5825,Pave,NA,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1Story,4,5,1926,Gable,CompShg,MetalSd,108,TA,Gd,PConc,Fa,TA,600,GasA,747,0,0,747,1,1,1,TA,5,Typ,0,Detchd,528,TA,Y,0,NA,NA,NA,0,6,2006,WD,Normal,79900
937,67,10083,Pave,NA,AllPub,Inside,SawyerW,Norm,Norm,1Fam,1Story,7,5,2003,Gable,CompShg,VinylSd,NA,Gd,TA,PConc,Gd,TA,1176,GasA,1200,0,0,1200,2,2,1,Gd,5,Typ,0,Attchd,555,TA,Y,0,NA,NA,NA,0,8,2009,WD,Normal,184900
